# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2015-07-14 12:22:32 EDT       (nadww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 03253000 SOUTH FORK LICKING RIVER AT HAYES, KY
# -----------------------------------------------------------------------------------
#
# Data provided for site 03253000
#    DD parameter   Description
#    02   00065     Gage height, feet
#
# Data-value qualification codes included in this output: 
#     P  Provisional data subject to revision.  
#     T  Value exceeds "standard difference" threshold.  
#     h  Value exceeds "high" threshold.  
#     ~  Value is a system interpolated value.  
# 
agency_cd	site_no	datetime	tz_cd	02_00065	02_00065_cd
USGS	03253000	2015-06-27 20:15	EDT	6.22	P
USGS	03253000	2015-06-27 20:30	EDT	6.19	P
USGS	03253000	2015-06-27 20:45	EDT	6.17	P
USGS	03253000	2015-06-27 21:00	EDT	6.15	P
USGS	03253000	2015-06-27 21:15	EDT	6.12	P
USGS	03253000	2015-06-27 21:30	EDT	6.10	P
USGS	03253000	2015-06-27 21:45	EDT	6.07	P
USGS	03253000	2015-06-27 22:00	EDT	6.05	P
USGS	03253000	2015-06-27 22:15	EDT	6.02	P
USGS	03253000	2015-06-27 22:30	EDT	6.00	P
USGS	03253000	2015-06-27 22:45	EDT	5.97	P
USGS	03253000	2015-06-27 23:00	EDT	5.95	P
USGS	03253000	2015-06-27 23:15	EDT	5.92	P
USGS	03253000	2015-06-27 23:30	EDT	5.91	P
USGS	03253000	2015-06-27 23:45	EDT	5.87	P
USGS	03253000	2015-06-28 00:00	EDT	5.84	P
USGS	03253000	2015-06-28 00:15	EDT	5.83	P
USGS	03253000	2015-06-28 00:30	EDT	5.81	P
USGS	03253000	2015-06-28 00:45	EDT	5.79	P
USGS	03253000	2015-06-28 01:00	EDT	5.76	P
USGS	03253000	2015-06-28 01:15	EDT	5.75	P
USGS	03253000	2015-06-28 01:30	EDT	5.72	P
USGS	03253000	2015-06-28 01:45	EDT	5.70	P
USGS	03253000	2015-06-28 02:00	EDT	5.67	P
USGS	03253000	2015-06-28 02:15	EDT	5.66	P
USGS	03253000	2015-06-28 02:30	EDT	5.63	P
USGS	03253000	2015-06-28 02:45	EDT	5.62	P
USGS	03253000	2015-06-28 03:00	EDT	5.61	P
USGS	03253000	2015-06-28 03:15	EDT	5.59	P
USGS	03253000	2015-06-28 03:30	EDT	5.57	P
USGS	03253000	2015-06-28 03:45	EDT	5.56	P
USGS	03253000	2015-06-28 04:00	EDT	5.54	P
USGS	03253000	2015-06-28 04:15	EDT	5.52	P
USGS	03253000	2015-06-28 04:30	EDT	5.50	P
USGS	03253000	2015-06-28 04:45	EDT	5.49	P
USGS	03253000	2015-06-28 05:00	EDT	5.47	P
USGS	03253000	2015-06-28 05:15	EDT	5.46	P
USGS	03253000	2015-06-28 05:30	EDT	5.43	P
USGS	03253000	2015-06-28 05:45	EDT	5.42	P
USGS	03253000	2015-06-28 06:00	EDT	5.40	P
USGS	03253000	2015-06-28 06:15	EDT	5.40	P
USGS	03253000	2015-06-28 06:30	EDT	5.38	P
USGS	03253000	2015-06-28 06:45	EDT	5.36	P
USGS	03253000	2015-06-28 07:00	EDT	5.35	P
USGS	03253000	2015-06-28 07:15	EDT	5.34	P
USGS	03253000	2015-06-28 07:30	EDT	5.33	P
USGS	03253000	2015-06-28 07:45	EDT	5.31	P
USGS	03253000	2015-06-28 08:00	EDT	5.30	P
USGS	03253000	2015-06-28 08:15	EDT	5.29	P
USGS	03253000	2015-06-28 08:30	EDT	5.28	P
USGS	03253000	2015-06-28 08:45	EDT	5.26	P
USGS	03253000	2015-06-28 09:00	EDT	5.25	P
USGS	03253000	2015-06-28 09:15	EDT	5.24	P
USGS	03253000	2015-06-28 09:30	EDT	5.23	P
USGS	03253000	2015-06-28 09:45	EDT	5.22	P
USGS	03253000	2015-06-28 10:00	EDT	5.21	P
USGS	03253000	2015-06-28 10:15	EDT	5.20	P
USGS	03253000	2015-06-28 10:30	EDT	5.18	P
USGS	03253000	2015-06-28 10:45	EDT	5.17	P
USGS	03253000	2015-06-28 11:00	EDT	5.15	P
USGS	03253000	2015-06-28 11:15	EDT	5.14	P
USGS	03253000	2015-06-28 11:30	EDT	5.13	P
USGS	03253000	2015-06-28 11:45	EDT	5.13	P
USGS	03253000	2015-06-28 12:00	EDT	5.11	P
USGS	03253000	2015-06-28 12:15	EDT	5.09	P
USGS	03253000	2015-06-28 12:30	EDT	5.08	P
USGS	03253000	2015-06-28 12:45	EDT	5.07	P
USGS	03253000	2015-06-28 13:00	EDT	5.07	P
USGS	03253000	2015-06-28 13:15	EDT	5.06	P
USGS	03253000	2015-06-28 13:30	EDT	5.04	P
USGS	03253000	2015-06-28 13:45	EDT	5.04	P
USGS	03253000	2015-06-28 14:00	EDT	5.02	P
USGS	03253000	2015-06-28 14:15	EDT	5.02	P
USGS	03253000	2015-06-28 14:30	EDT	5.02	P
USGS	03253000	2015-06-28 14:45	EDT	4.98	P
USGS	03253000	2015-06-28 15:00	EDT	5.00	P
USGS	03253000	2015-06-28 15:15	EDT	4.99	P
USGS	03253000	2015-06-28 15:30	EDT	4.98	P
USGS	03253000	2015-06-28 15:45	EDT	4.98	P
USGS	03253000	2015-06-28 16:00	EDT	4.97	P
USGS	03253000	2015-06-28 16:15	EDT	4.98	P
USGS	03253000	2015-06-28 16:30	EDT	4.98	P
USGS	03253000	2015-06-28 16:45	EDT	4.97	P
USGS	03253000	2015-06-28 17:00	EDT	4.97	P
USGS	03253000	2015-06-28 17:15	EDT	4.98	P
USGS	03253000	2015-06-28 17:30	EDT	4.99	P
USGS	03253000	2015-06-28 17:45	EDT	5.00	P
USGS	03253000	2015-06-28 18:00	EDT	5.01	P
USGS	03253000	2015-06-28 18:15	EDT	5.03	P
USGS	03253000	2015-06-28 18:30	EDT	5.04	P
USGS	03253000	2015-06-28 18:45	EDT	5.06	P
USGS	03253000	2015-06-28 19:00	EDT	5.08	P
USGS	03253000	2015-06-28 19:15	EDT	5.10	P
USGS	03253000	2015-06-28 19:30	EDT	5.13	P
USGS	03253000	2015-06-28 19:45	EDT	5.16	P
USGS	03253000	2015-06-28 20:00	EDT	5.18	P
USGS	03253000	2015-06-28 20:15	EDT	5.21	P
USGS	03253000	2015-06-28 20:30	EDT	5.23	P
USGS	03253000	2015-06-28 20:45	EDT	5.24	P
USGS	03253000	2015-06-28 21:00	EDT	5.27	P
USGS	03253000	2015-06-28 21:15	EDT	5.28	P
USGS	03253000	2015-06-28 21:30	EDT	5.30	P
USGS	03253000	2015-06-28 21:45	EDT	5.32	P
USGS	03253000	2015-06-28 22:00	EDT	5.33	P
USGS	03253000	2015-06-28 22:15	EDT	5.34	P
USGS	03253000	2015-06-28 22:30	EDT	5.35	P
USGS	03253000	2015-06-28 22:45	EDT	5.35	P
USGS	03253000	2015-06-28 23:00	EDT	5.36	P
USGS	03253000	2015-06-28 23:15	EDT	5.37	P
USGS	03253000	2015-06-28 23:30	EDT	5.36	P
USGS	03253000	2015-06-28 23:45	EDT	5.37	P
USGS	03253000	2015-06-29 00:00	EDT	5.37	P
USGS	03253000	2015-06-29 00:15	EDT	5.38	P
USGS	03253000	2015-06-29 00:30	EDT	5.37	P
USGS	03253000	2015-06-29 00:45	EDT	5.38	P
USGS	03253000	2015-06-29 01:00	EDT	5.37	P
USGS	03253000	2015-06-29 01:15	EDT	5.38	P
USGS	03253000	2015-06-29 01:30	EDT	5.37	P
USGS	03253000	2015-06-29 01:45	EDT	5.37	P
USGS	03253000	2015-06-29 02:00	EDT	5.36	P
USGS	03253000	2015-06-29 02:15	EDT	5.36	P
USGS	03253000	2015-06-29 02:30	EDT	5.36	P
USGS	03253000	2015-06-29 02:45	EDT	5.35	P
USGS	03253000	2015-06-29 03:00	EDT	5.35	P
USGS	03253000	2015-06-29 03:15	EDT	5.34	P
USGS	03253000	2015-06-29 03:30	EDT	5.34	P
USGS	03253000	2015-06-29 03:45	EDT	5.33	P
USGS	03253000	2015-06-29 04:00	EDT	5.33	P
USGS	03253000	2015-06-29 04:15	EDT	5.32	P
USGS	03253000	2015-06-29 04:30	EDT	5.32	P
USGS	03253000	2015-06-29 04:45	EDT	5.32	P
USGS	03253000	2015-06-29 05:00	EDT	5.30	P
USGS	03253000	2015-06-29 05:15	EDT	5.29	P
USGS	03253000	2015-06-29 05:30	EDT	5.29	P
USGS	03253000	2015-06-29 05:45	EDT	5.28	P
USGS	03253000	2015-06-29 06:00	EDT	5.27	P
USGS	03253000	2015-06-29 06:15	EDT	5.28	P
USGS	03253000	2015-06-29 06:30	EDT	5.26	P
USGS	03253000	2015-06-29 06:45	EDT	5.26	P
USGS	03253000	2015-06-29 07:00	EDT	5.25	P
USGS	03253000	2015-06-29 07:15	EDT	5.24	P
USGS	03253000	2015-06-29 07:30	EDT	5.23	P
USGS	03253000	2015-06-29 07:45	EDT	5.22	P
USGS	03253000	2015-06-29 08:00	EDT	5.22	P
USGS	03253000	2015-06-29 08:15	EDT	5.20	P
USGS	03253000	2015-06-29 08:30	EDT	5.23	P
USGS	03253000	2015-06-29 08:45	EDT	5.23	P
USGS	03253000	2015-06-29 09:00	EDT	5.22	P
USGS	03253000	2015-06-29 09:15	EDT	5.21	P
USGS	03253000	2015-06-29 09:30	EDT	5.21	P
USGS	03253000	2015-06-29 09:45	EDT	5.19	P
USGS	03253000	2015-06-29 10:00	EDT	5.19	P
USGS	03253000	2015-06-29 10:15	EDT	5.19	P
USGS	03253000	2015-06-29 10:30	EDT	5.17	P
USGS	03253000	2015-06-29 10:45	EDT	5.16	P
USGS	03253000	2015-06-29 11:00	EDT	5.16	P
USGS	03253000	2015-06-29 11:15	EDT	5.16	P
USGS	03253000	2015-06-29 11:30	EDT	5.15	P
USGS	03253000	2015-06-29 11:45	EDT	5.14	P
USGS	03253000	2015-06-29 12:00	EDT	5.13	P
USGS	03253000	2015-06-29 12:15	EDT	5.12	P
USGS	03253000	2015-06-29 12:30	EDT	5.12	P
USGS	03253000	2015-06-29 12:45	EDT	5.12	P
USGS	03253000	2015-06-29 13:00	EDT	5.11	P
USGS	03253000	2015-06-29 13:15	EDT	5.10	P
USGS	03253000	2015-06-29 13:30	EDT	5.09	P
USGS	03253000	2015-06-29 13:45	EDT	5.08	P
USGS	03253000	2015-06-29 14:00	EDT	5.07	P
USGS	03253000	2015-06-29 14:15	EDT	5.06	P
USGS	03253000	2015-06-29 14:30	EDT	5.05	P
USGS	03253000	2015-06-29 14:45	EDT	5.04	P
USGS	03253000	2015-06-29 15:00	EDT	5.04	P
USGS	03253000	2015-06-29 15:15	EDT	5.04	P
USGS	03253000	2015-06-29 15:30	EDT	5.03	P
USGS	03253000	2015-06-29 15:45	EDT	5.03	P
USGS	03253000	2015-06-29 16:00	EDT	5.02	P
USGS	03253000	2015-06-29 16:15	EDT	5.01	P
USGS	03253000	2015-06-29 16:30	EDT	5.01	P
USGS	03253000	2015-06-29 16:45	EDT	5.02	P
USGS	03253000	2015-06-29 17:00	EDT	5.01	P
USGS	03253000	2015-06-29 17:15	EDT	4.99	P
USGS	03253000	2015-06-29 17:30	EDT	4.98	P
USGS	03253000	2015-06-29 17:45	EDT	4.97	P
USGS	03253000	2015-06-29 18:00	EDT	4.96	P
USGS	03253000	2015-06-29 18:15	EDT	4.94	P
USGS	03253000	2015-06-29 18:30	EDT	4.94	P
USGS	03253000	2015-06-29 18:45	EDT	4.93	P
USGS	03253000	2015-06-29 19:00	EDT	4.93	P
USGS	03253000	2015-06-29 19:15	EDT	4.93	P
USGS	03253000	2015-06-29 19:30	EDT	4.91	P
USGS	03253000	2015-06-29 19:45	EDT	4.91	P
USGS	03253000	2015-06-29 20:00	EDT	4.92	P
USGS	03253000	2015-06-29 20:15	EDT	4.91	P
USGS	03253000	2015-06-29 20:30	EDT	4.91	P
USGS	03253000	2015-06-29 20:45	EDT	4.91	P
USGS	03253000	2015-06-29 21:00	EDT	4.91	P
USGS	03253000	2015-06-29 21:15	EDT	4.90	P
USGS	03253000	2015-06-29 21:30	EDT	4.89	P
USGS	03253000	2015-06-29 21:45	EDT	4.89	P
USGS	03253000	2015-06-29 22:00	EDT	4.89	P
USGS	03253000	2015-06-29 22:15	EDT	4.88	P
USGS	03253000	2015-06-29 22:30	EDT	4.88	P
USGS	03253000	2015-06-29 22:45	EDT	4.88	P
USGS	03253000	2015-06-29 23:00	EDT	4.86	P
USGS	03253000	2015-06-29 23:15	EDT	4.87	P
USGS	03253000	2015-06-29 23:30	EDT	4.86	P
USGS	03253000	2015-06-29 23:45	EDT	4.85	P
USGS	03253000	2015-06-30 00:00	EDT	4.85	P
USGS	03253000	2015-06-30 00:15	EDT	4.85	P
USGS	03253000	2015-06-30 00:30	EDT	4.83	P
USGS	03253000	2015-06-30 00:45	EDT	4.84	P
USGS	03253000	2015-06-30 01:00	EDT	4.84	P
USGS	03253000	2015-06-30 01:15	EDT	4.82	P
USGS	03253000	2015-06-30 01:30	EDT	4.82	P
USGS	03253000	2015-06-30 01:45	EDT	4.81	P
USGS	03253000	2015-06-30 02:00	EDT	4.81	P
USGS	03253000	2015-06-30 02:15	EDT	4.80	P
USGS	03253000	2015-06-30 02:30	EDT	4.80	P
USGS	03253000	2015-06-30 02:45	EDT	4.80	P
USGS	03253000	2015-06-30 03:00	EDT	4.79	P
USGS	03253000	2015-06-30 03:15	EDT	4.79	P
USGS	03253000	2015-06-30 03:30	EDT	4.79	P
USGS	03253000	2015-06-30 03:45	EDT	4.79	P
USGS	03253000	2015-06-30 04:00	EDT	4.78	P
USGS	03253000	2015-06-30 04:15	EDT	4.78	P
USGS	03253000	2015-06-30 04:30	EDT	4.78	P
USGS	03253000	2015-06-30 04:45	EDT	4.78	P
USGS	03253000	2015-06-30 05:00	EDT	4.78	P
USGS	03253000	2015-06-30 05:15	EDT	4.79	P
USGS	03253000	2015-06-30 05:30	EDT	4.79	P
USGS	03253000	2015-06-30 05:45	EDT	4.79	P
USGS	03253000	2015-06-30 06:00	EDT	4.78	P
USGS	03253000	2015-06-30 06:15	EDT	4.79	P
USGS	03253000	2015-06-30 06:30	EDT	4.80	P
USGS	03253000	2015-06-30 06:45	EDT	4.81	P
USGS	03253000	2015-06-30 07:00	EDT	4.82	P
USGS	03253000	2015-06-30 07:15	EDT	4.83	P
USGS	03253000	2015-06-30 07:30	EDT	4.84	P
USGS	03253000	2015-06-30 07:45	EDT	4.85	P
USGS	03253000	2015-06-30 08:00	EDT	4.88	P
USGS	03253000	2015-06-30 08:15	EDT	4.91	P
USGS	03253000	2015-06-30 08:30	EDT	4.95	P
USGS	03253000	2015-06-30 08:45	EDT	5.00	P
USGS	03253000	2015-06-30 09:00	EDT	5.05	P
USGS	03253000	2015-06-30 09:15	EDT	5.10	P
USGS	03253000	2015-06-30 09:30	EDT	5.16	P
USGS	03253000	2015-06-30 09:45	EDT	5.23	P
USGS	03253000	2015-06-30 10:00	EDT	5.28	P
USGS	03253000	2015-06-30 10:15	EDT	5.32	P
USGS	03253000	2015-06-30 10:30	EDT	5.37	P
USGS	03253000	2015-06-30 10:45	EDT	5.41	P
USGS	03253000	2015-06-30 11:00	EDT	5.45	P
USGS	03253000	2015-06-30 11:15	EDT	5.47	P
USGS	03253000	2015-06-30 11:30	EDT	5.50	P
USGS	03253000	2015-06-30 11:45	EDT	5.51	P
USGS	03253000	2015-06-30 12:00	EDT	5.52	P
USGS	03253000	2015-06-30 12:15	EDT	5.53	P
USGS	03253000	2015-06-30 12:30	EDT	5.53	P
USGS	03253000	2015-06-30 12:45	EDT	5.54	P
USGS	03253000	2015-06-30 13:00	EDT	5.53	P
USGS	03253000	2015-06-30 13:15	EDT	5.53	P
USGS	03253000	2015-06-30 13:30	EDT	5.52	P
USGS	03253000	2015-06-30 13:45	EDT	5.52	P
USGS	03253000	2015-06-30 14:00	EDT	5.52	P
USGS	03253000	2015-06-30 14:15	EDT	5.52	P
USGS	03253000	2015-06-30 14:30	EDT	5.50	P
USGS	03253000	2015-06-30 14:45	EDT	5.49	P
USGS	03253000	2015-06-30 15:00	EDT	5.48	P
USGS	03253000	2015-06-30 15:15	EDT	5.46	P
USGS	03253000	2015-06-30 15:30	EDT	5.45	P
USGS	03253000	2015-06-30 15:45	EDT	5.45	P
USGS	03253000	2015-06-30 16:00	EDT	5.44	P
USGS	03253000	2015-06-30 16:15	EDT	5.48	P
USGS	03253000	2015-06-30 16:30	EDT	5.46	P
USGS	03253000	2015-06-30 16:45	EDT	5.44	P
USGS	03253000	2015-06-30 17:00	EDT	5.44	P
USGS	03253000	2015-06-30 17:15	EDT	5.44	P
USGS	03253000	2015-06-30 17:30	EDT	5.47	P
USGS	03253000	2015-06-30 17:45	EDT	5.49	P
USGS	03253000	2015-06-30 18:00	EDT	5.49	P
USGS	03253000	2015-06-30 18:15	EDT	5.48	P
USGS	03253000	2015-06-30 18:30	EDT	5.50	P
USGS	03253000	2015-06-30 18:45	EDT	5.51	P
USGS	03253000	2015-06-30 19:00	EDT	5.52	P
USGS	03253000	2015-06-30 19:15	EDT	5.52	P
USGS	03253000	2015-06-30 19:30	EDT	5.54	P
USGS	03253000	2015-06-30 19:45	EDT	5.60	P
USGS	03253000	2015-06-30 20:00	EDT	5.66	P
USGS	03253000	2015-06-30 20:15	EDT	5.75	P
USGS	03253000	2015-06-30 20:30	EDT	5.84	P
USGS	03253000	2015-06-30 20:45	EDT	5.92	P
USGS	03253000	2015-06-30 21:00	EDT	5.98	P
USGS	03253000	2015-06-30 21:15	EDT	6.01	P
USGS	03253000	2015-06-30 21:30	EDT	6.02	P
USGS	03253000	2015-06-30 21:45	EDT	5.98	P
USGS	03253000	2015-06-30 22:00	EDT	5.96	P
USGS	03253000	2015-06-30 22:15	EDT	5.90	P
USGS	03253000	2015-06-30 22:30	EDT	5.87	P
USGS	03253000	2015-06-30 22:45	EDT	5.82	P
USGS	03253000	2015-06-30 23:00	EDT	5.79	P
USGS	03253000	2015-06-30 23:15	EDT	5.76	P
USGS	03253000	2015-06-30 23:30	EDT	5.74	P
USGS	03253000	2015-06-30 23:45	EDT	5.77	P
USGS	03253000	2015-07-01 00:00	EDT	5.85	P
USGS	03253000	2015-07-01 00:15	EDT	6.03	P
USGS	03253000	2015-07-01 00:30	EDT	6.31	P
USGS	03253000	2015-07-01 00:45	EDT	6.61	P
USGS	03253000	2015-07-01 01:00	EDT	6.90	P
USGS	03253000	2015-07-01 01:15	EDT	7.14	P
USGS	03253000	2015-07-01 01:30	EDT	7.30	P
USGS	03253000	2015-07-01 01:45	EDT	7.45	P
USGS	03253000	2015-07-01 02:00	EDT	7.56	P
USGS	03253000	2015-07-01 02:15	EDT	7.62	P
USGS	03253000	2015-07-01 02:30	EDT	7.64	P
USGS	03253000	2015-07-01 02:45	EDT	7.64	P
USGS	03253000	2015-07-01 03:00	EDT	7.63	P
USGS	03253000	2015-07-01 03:15	EDT	7.61	P
USGS	03253000	2015-07-01 03:30	EDT	7.56	P
USGS	03253000	2015-07-01 03:45	EDT	7.52	P
USGS	03253000	2015-07-01 04:00	EDT	7.46	P
USGS	03253000	2015-07-01 04:15	EDT	7.41	P
USGS	03253000	2015-07-01 04:30	EDT	7.37	P
USGS	03253000	2015-07-01 04:45	EDT	7.32	P
USGS	03253000	2015-07-01 05:00	EDT	7.29	P
USGS	03253000	2015-07-01 05:15	EDT	7.23	P
USGS	03253000	2015-07-01 05:30	EDT	7.23	P
USGS	03253000	2015-07-01 05:45	EDT	7.18	P
USGS	03253000	2015-07-01 06:00	EDT	7.17	P
USGS	03253000	2015-07-01 06:15	EDT	7.15	P
USGS	03253000	2015-07-01 06:30	EDT	7.14	P
USGS	03253000	2015-07-01 06:45	EDT	7.11	P
USGS	03253000	2015-07-01 07:00	EDT	7.09	P
USGS	03253000	2015-07-01 07:15	EDT	7.06	P
USGS	03253000	2015-07-01 07:30	EDT	7.03	P
USGS	03253000	2015-07-01 07:45	EDT	7.02	P
USGS	03253000	2015-07-01 08:00	EDT	6.96	P
USGS	03253000	2015-07-01 08:15	EDT	6.95	P
USGS	03253000	2015-07-01 08:30	EDT	6.91	P
USGS	03253000	2015-07-01 08:45	EDT	6.88	P
USGS	03253000	2015-07-01 09:00	EDT	6.83	P
USGS	03253000	2015-07-01 09:15	EDT	6.81	P
USGS	03253000	2015-07-01 09:30	EDT	6.75	P
USGS	03253000	2015-07-01 09:45	EDT	6.74	P
USGS	03253000	2015-07-01 10:00	EDT	6.68	P
USGS	03253000	2015-07-01 10:15	EDT	6.64	P
USGS	03253000	2015-07-01 10:30	EDT	6.61	P
USGS	03253000	2015-07-01 10:45	EDT	6.56	P
USGS	03253000	2015-07-01 11:00	EDT	6.51	P
USGS	03253000	2015-07-01 11:15	EDT	6.47	P
USGS	03253000	2015-07-01 11:30	EDT	6.43	P
USGS	03253000	2015-07-01 11:45	EDT	6.39	P
USGS	03253000	2015-07-01 12:00	EDT	6.35	P
USGS	03253000	2015-07-01 12:15	EDT	6.32	P
USGS	03253000	2015-07-01 13:30	EDT	6.19	P
USGS	03253000	2015-07-01 13:45	EDT	6.18	P
USGS	03253000	2015-07-01 14:00	EDT	6.18	P
USGS	03253000	2015-07-01 14:15	EDT	6.17	P
USGS	03253000	2015-07-01 14:30	EDT	6.18	P
USGS	03253000	2015-07-01 14:45	EDT	6.17	P
USGS	03253000	2015-07-01 15:00	EDT	6.17	P
USGS	03253000	2015-07-01 15:15	EDT	6.18	P
USGS	03253000	2015-07-01 15:30	EDT	6.20	P
USGS	03253000	2015-07-01 15:45	EDT	6.21	P
USGS	03253000	2015-07-01 16:00	EDT	6.23	P
USGS	03253000	2015-07-01 16:15	EDT	6.23	P
USGS	03253000	2015-07-01 16:30	EDT	6.24	P
USGS	03253000	2015-07-01 16:45	EDT	6.25	P
USGS	03253000	2015-07-01 17:00	EDT	6.26	P
USGS	03253000	2015-07-01 17:15	EDT	6.26	P
USGS	03253000	2015-07-01 17:30	EDT	6.26	P
USGS	03253000	2015-07-01 17:45	EDT	6.26	P
USGS	03253000	2015-07-01 18:00	EDT	6.26	P
USGS	03253000	2015-07-01 18:15	EDT	6.26	P
USGS	03253000	2015-07-01 18:30	EDT	6.24	P
USGS	03253000	2015-07-01 18:45	EDT	6.23	P
USGS	03253000	2015-07-01 19:00	EDT	6.23	P
USGS	03253000	2015-07-01 19:15	EDT	6.22	P
USGS	03253000	2015-07-01 19:30	EDT	6.21	P
USGS	03253000	2015-07-01 19:45	EDT	6.20	P
USGS	03253000	2015-07-01 20:00	EDT	6.18	P
USGS	03253000	2015-07-01 20:15	EDT	6.17	P
USGS	03253000	2015-07-01 20:30	EDT	6.15	P
USGS	03253000	2015-07-01 20:45	EDT	6.14	P
USGS	03253000	2015-07-01 21:00	EDT	6.11	P
USGS	03253000	2015-07-01 21:15	EDT	6.10	P
USGS	03253000	2015-07-01 21:30	EDT	6.08	P
USGS	03253000	2015-07-01 21:45	EDT	6.06	P
USGS	03253000	2015-07-01 22:00	EDT	6.04	P
USGS	03253000	2015-07-01 22:15	EDT	6.03	P
USGS	03253000	2015-07-01 22:30	EDT	6.01	P
USGS	03253000	2015-07-01 22:45	EDT	5.99	P
USGS	03253000	2015-07-01 23:00	EDT	5.98	P
USGS	03253000	2015-07-01 23:15	EDT	5.95	P
USGS	03253000	2015-07-01 23:30	EDT	5.94	P
USGS	03253000	2015-07-01 23:45	EDT	5.92	P
USGS	03253000	2015-07-02 00:00	EDT	5.90	P
USGS	03253000	2015-07-02 00:15	EDT	5.89	P
USGS	03253000	2015-07-02 00:30	EDT	5.87	P
USGS	03253000	2015-07-02 00:45	EDT	5.85	P
USGS	03253000	2015-07-02 01:00	EDT	5.82	P
USGS	03253000	2015-07-02 01:15	EDT	5.81	P
USGS	03253000	2015-07-02 01:30	EDT	5.80	P
USGS	03253000	2015-07-02 01:45	EDT	5.78	P
USGS	03253000	2015-07-02 02:00	EDT	5.77	P
USGS	03253000	2015-07-02 02:15	EDT	5.74	P
USGS	03253000	2015-07-02 02:30	EDT	5.72	P
USGS	03253000	2015-07-02 02:45	EDT	5.72	P
USGS	03253000	2015-07-02 03:00	EDT	5.70	P
USGS	03253000	2015-07-02 03:15	EDT	5.69	P
USGS	03253000	2015-07-02 03:30	EDT	5.67	P
USGS	03253000	2015-07-02 03:45	EDT	5.65	P
USGS	03253000	2015-07-02 04:00	EDT	5.64	P
USGS	03253000	2015-07-02 04:15	EDT	5.63	P
USGS	03253000	2015-07-02 04:30	EDT	5.61	P
USGS	03253000	2015-07-02 04:45	EDT	5.60	P
USGS	03253000	2015-07-02 05:00	EDT	5.59	P
USGS	03253000	2015-07-02 05:15	EDT	5.57	P
USGS	03253000	2015-07-02 05:30	EDT	5.57	P
USGS	03253000	2015-07-02 05:45	EDT	5.55	P
USGS	03253000	2015-07-02 06:00	EDT	5.54	P
USGS	03253000	2015-07-02 06:15	EDT	5.53	P
USGS	03253000	2015-07-02 06:30	EDT	5.52	P
USGS	03253000	2015-07-02 06:45	EDT	5.50	P
USGS	03253000	2015-07-02 07:00	EDT	5.50	P
USGS	03253000	2015-07-02 07:15	EDT	5.49	P
USGS	03253000	2015-07-02 07:30	EDT	5.47	P
USGS	03253000	2015-07-02 07:45	EDT	5.47	P
USGS	03253000	2015-07-02 08:00	EDT	5.46	P
USGS	03253000	2015-07-02 08:15	EDT	5.45	P
USGS	03253000	2015-07-02 08:30	EDT	5.44	P
USGS	03253000	2015-07-02 08:45	EDT	5.44	P
USGS	03253000	2015-07-02 09:00	EDT	5.44	P
USGS	03253000	2015-07-02 09:15	EDT	5.42	P
USGS	03253000	2015-07-02 09:30	EDT	5.42	P
USGS	03253000	2015-07-02 09:45	EDT	5.41	P
USGS	03253000	2015-07-02 10:00	EDT	5.41	P
USGS	03253000	2015-07-02 10:15	EDT	5.39	P
USGS	03253000	2015-07-02 10:30	EDT	5.39	P
USGS	03253000	2015-07-02 10:45	EDT	5.39	P
USGS	03253000	2015-07-02 11:00	EDT	5.38	P
USGS	03253000	2015-07-02 11:15	EDT	5.39	P
USGS	03253000	2015-07-02 11:30	EDT	5.38	P
USGS	03253000	2015-07-02 11:45	EDT	5.38	P
USGS	03253000	2015-07-02 12:00	EDT	5.37	P
USGS	03253000	2015-07-02 12:15	EDT	5.38	P
USGS	03253000	2015-07-02 12:30	EDT	5.37	P
USGS	03253000	2015-07-02 12:45	EDT	5.37	P
USGS	03253000	2015-07-02 13:00	EDT	5.37	P
USGS	03253000	2015-07-02 13:15	EDT	5.38	P
USGS	03253000	2015-07-02 13:30	EDT	5.37	P
USGS	03253000	2015-07-02 13:45	EDT	5.37	P
USGS	03253000	2015-07-02 14:00	EDT	5.37	P
USGS	03253000	2015-07-02 14:15	EDT	5.36	P
USGS	03253000	2015-07-02 14:30	EDT	5.37	P
USGS	03253000	2015-07-02 14:45	EDT	5.37	P
USGS	03253000	2015-07-02 15:00	EDT	5.37	P
USGS	03253000	2015-07-02 15:15	EDT	5.37	P
USGS	03253000	2015-07-02 15:30	EDT	5.38	P
USGS	03253000	2015-07-02 15:45	EDT	5.37	P
USGS	03253000	2015-07-02 16:00	EDT	5.37	P
USGS	03253000	2015-07-02 16:15	EDT	5.38	P
USGS	03253000	2015-07-02 16:30	EDT	5.37	P
USGS	03253000	2015-07-02 16:45	EDT	5.37	P
USGS	03253000	2015-07-02 17:00	EDT	5.37	P
